station,stratum,year,season,lat,lon,depth,surftemp,comname,abundance,biomass
94,1030,2014,SPRING,39.27245,-72.57106,140,8.03,SCUP,70,5.71121009651077
94,1060,2001,FALL,40.55949,-71.549377,73,21.21,SCUP,0,0
94,1060,2012,SPRING,40.217703,-71.787258,80,10.03,SCUP,342,4.29398663697104
94,1100,2003,FALL,40.385667,-69.149667,80,22.58,SCUP,0,0
94,1640,2008,SPRING,36.303983,-74.78115,208,NA,SCUP,0,0
94,1690,2002,SPRING,37.769667,-74.638,52,9.48,SCUP,0,0
94,1690,2005,SPRING,38.014938,-74.674335,31,5.17,SCUP,1,0.026
94,1690,2009,FALL,38.974223,-74.358907,30,20.94,SCUP,3370,153.392724573125
94,1690,2009,SPRING,38.894592,-74.438495,30,4.33,SCUP,0,0
94,1700,2010,SPRING,37.754698,-74.357153,72,6.33,SCUP,1,0.00816629547141797
94,1700,2015,SPRING,37.862212,-74.292157,72,NA,SCUP,954,8.0356347438753
94,1710,2007,FALL,37.855388,-74.144477,128,24.23,SCUP,0,0
94,1730,2011,SPRING,39.096758,-73.798502,35,5.82,SCUP,0,0
94,1750,2013,SPRING,38.699512,-73.120707,145,10.55,SCUP,954,15.630289532294
94,3190,2004,FALL,39.269683,-74.483077,15,21.53,SCUP,318,16.56
94,3200,2011,FALL,39.594085,-74.060205,22,19.75,SCUP,0,0
94,3230,2010,FALL,39.034247,-74.47743,20,21.41,SCUP,1792,94.2835931700072
94,3240,2006,FALL,38.90482,-74.899258,11,21.27,SCUP,96,3.696
94,3240,2006,SPRING,38.90315,-74.90365,11,7.35,SCUP,0,0
94,3280,2008,FALL,38.130437,-75.041942,19,NA,SCUP,476,19.768
94,3320,2002,FALL,37.945667,-75.046,24,23.58,SCUP,17073,779.051
94,3340,2003,SPRING,37.446812,-75.548363,17,6.17,SCUP,0,0
94,3410,2013,FALL,36.099323,-75.564563,26,25.46,SCUP,2785,39.097995545657
95,1010,2004,SPRING,39.950667,-73.048333,52,4.77,SCUP,0,0
95,1020,2012,SPRING,40.105098,-71.921288,77,9.21,SCUP,9168,146.503340757238
95,1020,2014,SPRING,39.451993,-72.977242,67,7.8,SCUP,54,5.47884187082405
95,1060,2001,FALL,40.475362,-71.921943,66,21.19,SCUP,0,0
95,1100,2003,FALL,40.313833,-68.941667,92,22.73,SCUP,0,0
95,1620,2008,SPRING,36.2017,-74.865917,80,9.67,SCUP,0,0
95,1650,2002,FALL,37.684,-75.075333,31,23.79,SCUP,2820,162.84
95,1690,2005,SPRING,38.100135,-74.703303,31,5.11,SCUP,0,0
95,1690,2007,FALL,37.763753,-74.619345,52,22.17,SCUP,0,0
95,1690,2009,FALL,38.893688,-74.479975,21,20.61,SCUP,6,0.21380846325167
95,1690,2009,SPRING,38.734283,-74.129082,47,5.61,SCUP,0,0
95,1690,2014,FALL,38.588838,-74.300257,45,22.13,SCUP,0,0
95,1700,2010,SPRING,37.842095,-74.473158,61,6.51,SCUP,0,0
95,1720,2002,SPRING,37.571167,-74.292,299,11.85,SCUP,0,0
95,1730,2011,SPRING,39.269135,-73.637318,48,6.02,SCUP,0,0
95,1740,2013,SPRING,38.789063,-73.18332,82,7.99,SCUP,525,8.46547884187082
95,3170,2011,FALL,39.695863,-73.989823,23,19.67,SCUP,36,1.44914625092799
95,3190,2004,FALL,39.340987,-74.276332,19,21.46,SCUP,10165,848.315
95,3200,2001,SPRING,39.313995,-74.21489,23,4.99,SCUP,0,0
95,3210,2006,FALL,38.956545,-74.81991,11,20.97,SCUP,1,0.025
95,3220,2006,SPRING,38.9331,-74.748133,15,6.49,SCUP,0,0
95,3230,2010,FALL,39.073353,-74.529463,20,21.56,SCUP,513,11.826280623608
95,3260,2012,FALL,38.544413,-74.825843,27,23.54,SCUP,0,0
95,3290,2008,FALL,38.180623,-74.980848,21,NA,SCUP,2214,83.154
95,3410,2013,FALL,36.222303,-75.500588,30,25.4,SCUP,1170,22.249443207127
96,1010,2004,SPRING,40.062167,-73.099,46,4.75,SCUP,0,0
96,1020,2012,SPRING,39.981813,-72.081133,81,10.17,SCUP,23040,366.778025241277
96,1060,2001,FALL,40.478477,-72.011795,63,21.01,SCUP,0,0
96,1610,2008,SPRING,36.14225,-74.946817,43,9.94,SCUP,0,0
96,1660,2002,SPRING,37.496833,-74.637,58,10.25,SCUP,0,0
96,1690,2007,FALL,38.055013,-74.68433,32,21.94,SCUP,0,0
96,1690,2010,SPRING,37.970543,-74.433503,55,6.66,SCUP,0,0
96,1690,2014,FALL,38.691498,-74.534192,34,22.14,SCUP,0,0
96,1710,2015,SPRING,38.119935,-73.933545,117,NA,SCUP,0,0
96,1740,2011,SPRING,39.270922,-73.222523,63,5.58,SCUP,0,0
96,1740,2014,SPRING,39.348625,-73.134482,64,7.96,SCUP,243,22.0356347438753
96,1760,2013,SPRING,38.858422,-72.926045,202,12.46,SCUP,0,0
96,3190,2006,FALL,39.234102,-74.416665,17,20.89,SCUP,102,5.04
96,3200,2001,SPRING,39.510945,-74.082092,21,5.14,SCUP,0,0
96,3200,2004,FALL,39.433412,-74.158285,18,21.29,SCUP,558,55.98
96,3200,2010,FALL,39.178635,-74.424695,21,21.34,SCUP,325,6.19896065330365
96,3200,2011,FALL,39.620603,-73.888792,28,19.39,SCUP,18,0.409799554565703
96,3220,2006,SPRING,38.944483,-74.623183,16,6.34,SCUP,0,0
96,3230,2009,FALL,38.9387,-74.543083,20,20.88,SCUP,6,0.0638455827765404
96,3260,2012,FALL,38.747518,-74.8255,20,22.57,SCUP,145,6.62212323682255
96,3280,2008,FALL,38.300698,-74.983475,18,NA,SCUP,672,27.16
96,3290,2005,SPRING,38.13694,-74.966058,20,4.32,SCUP,0,0
96,3410,2005,FALL,35.8487,-75.405333,26,25.69,SCUP,3480,84.65
97,1020,2012,SPRING,39.978185,-72.24891,80,10.44,SCUP,438,4.92204899777283
97,1060,2001,FALL,40.437065,-72.14357,60,21.16,SCUP,0,0
97,1140,2003,FALL,40.405833,-68.217667,133,23.2,SCUP,0,0
97,1630,2008,SPRING,36.0082,-74.796017,209,10.47,SCUP,0,0
97,1660,2002,SPRING,37.144333,-74.658167,91,13.03,SCUP,0,0
97,1690,2007,FALL,38.05819,-74.455003,44,22.81,SCUP,0,0
97,1690,2009,SPRING,38.888603,-74.17474,43,NA,SCUP,0,0
97,1690,2014,FALL,38.487765,-74.721743,33,22.61,SCUP,0,0
97,1700,2015,SPRING,38.218077,-73.946837,77,NA,SCUP,0,0
97,1720,2010,SPRING,37.856218,-74.035712,265,9.3,SCUP,0,0
97,1730,2011,FALL,39.658602,-73.703807,30,19.23,SCUP,56,0.549368968077208
97,1730,2011,SPRING,39.026668,-73.619505,50,6.14,SCUP,0,0
97,1740,2013,SPRING,38.979113,-72.961018,88,9.03,SCUP,18051,324.806236080179
97,1740,2014,SPRING,39.031532,-73.237158,70,8.62,SCUP,48,2.77505567928731
97,3180,2004,FALL,39.526803,-74.239578,10,20.93,SCUP,4522,392.98
97,3200,2006,FALL,39.185612,-74.22208,21,20.17,SCUP,78,7.68
97,3220,2007,SPRING,38.895342,-74.737365,17,4.53,SCUP,0,0
97,3230,2006,SPRING,39.064083,-74.545967,19,6.13,SCUP,0,0
97,3230,2009,FALL,39.090502,-74.479573,19,21.18,SCUP,0,0
97,3230,2010,FALL,39.159828,-74.361297,24,21.4,SCUP,132,3.00222717149221
97,3260,2012,FALL,38.84255,-74.765247,17,23.67,SCUP,0,0
97,3320,2003,SPRING,37.853172,-75.111153,21,4.84,SCUP,0,0
97,3350,2002,FALL,37.399833,-75.475167,22,24.6,SCUP,9924,468.96
97,3400,2005,FALL,36.18295,-75.678233,20,25.51,SCUP,1475,38.8
98,1020,2001,FALL,40.437938,-72.248275,60,20.75,SCUP,0,0
98,1020,2011,FALL,39.545033,-73.06092,68,19.18,SCUP,6,0.138084632516704
98,1030,2012,SPRING,39.865082,-71.960162,119,9.69,SCUP,0,0
98,1130,2003,FALL,40.525167,-67.943,99,23.93,SCUP,0,0
98,1650,2002,SPRING,37.155,-75.248333,32,9.85,SCUP,1,0.141
98,1690,2006,SPRING,38.978467,-74.32715,33,6.52,SCUP,0,0
98,1690,2012,FALL,38.762418,-74.357237,42,24.55,SCUP,0,0
98,1700,2007,FALL,37.972555,-74.35111,58,22.44,SCUP,0,0
98,1710,2010,SPRING,37.982393,-74.051733,122,7.47,SCUP,426,3.20712694877506
98,1710,2015,SPRING,38.222228,-73.792882,116,NA,SCUP,0,0
98,1730,2009,SPRING,38.730857,-73.693688,56,8.14,SCUP,0,0
98,1730,2010,FALL,39.184967,-74.054088,26,21.08,SCUP,0,0
98,1730,2011,SPRING,38.821248,-73.581912,57,6.41,SCUP,0,0
98,1740,2014,SPRING,38.928482,-73.257947,83,8.79,SCUP,0,0
98,1760,2013,SPRING,38.968167,-72.814667,291,12.93,SCUP,6,0.089086859688196
98,3160,2004,FALL,39.637393,-74.084128,15,20.99,SCUP,4277,113.36
98,3190,2006,FALL,39.309845,-74.315847,16,20.86,SCUP,2,0.167
98,3220,2007,SPRING,38.931938,-74.644663,12,4.61,SCUP,0,0
98,3230,2009,FALL,39.103142,-74.314252,30,20.82,SCUP,1881,85.0556792873051
98,3250,2008,FALL,38.566708,-74.967197,16,NA,SCUP,3168,144.16
98,3260,2014,FALL,38.574802,-74.817642,27,22.54,SCUP,720,32.5300668151448
98,3340,2002,FALL,37.398167,-75.550333,16,24.58,SCUP,4986,243.12
99,1020,2011,FALL,39.495522,-72.931463,61,19.02,SCUP,0,0
99,1040,2012,SPRING,39.773572,-71.836258,249,12.99,SCUP,0,0
99,1060,2001,FALL,40.221367,-71.715278,82,20.74,SCUP,0,0
99,1610,2008,SPRING,35.610483,-75.1351,35,NA,SCUP,0,0
99,1650,2002,SPRING,36.9815,-75.193,39,10.08,SCUP,2,0.028
99,1690,2007,FALL,38.603968,-74.225478,47,22.11,SCUP,0,0
99,1690,2007,SPRING,38.966723,-74.349048,30,5.22,SCUP,0,0
99,1690,2010,SPRING,38.256607,-74.246443,52,6.34,SCUP,0,0
99,1710,2015,SPRING,38.315422,-73.610863,153,NA,SCUP,0,0
99,1730,2009,SPRING,38.846068,-73.786122,45,6.38,SCUP,0,0
99,1730,2010,FALL,39.349447,-73.890247,32,21.36,SCUP,0,0
99,1740,2011,SPRING,38.746217,-73.55024,66,6.39,SCUP,0,0
99,1750,2013,SPRING,39.125278,-72.792652,115,9.32,SCUP,4100,72.5538233110616
99,1750,2014,SPRING,38.988035,-72.873653,116,8.12,SCUP,27020,466.386043058649
99,3170,2004,FALL,39.674227,-74.018863,20,21.03,SCUP,2051,9.324
99,3230,2006,SPRING,39.103367,-74.332533,24,6.2,SCUP,0,0
99,3260,2008,FALL,38.550083,-74.84133,23,NA,SCUP,420,21.12
99,3260,2014,FALL,38.79168,-74.827268,19,22.46,SCUP,15,0.648106904231625
99,3290,2005,SPRING,38.441988,-74.814117,23,4.57,SCUP,0,0
99,3350,2002,FALL,37.188167,-75.5805,19,24.51,SCUP,3980,195.36
100,1030,2012,SPRING,39.720628,-72.108312,125,8.75,SCUP,0,0
100,1040,2013,SPRING,39.143345,-72.601075,263,10.04,SCUP,1,0.0193021529324425
100,1080,2001,FALL,39.933797,-71.434188,266,21.99,SCUP,0,0
100,1140,2003,FALL,40.442833,-67.607833,140,22.91,SCUP,0,0
100,1650,2002,SPRING,36.824333,-75.426,24,9.41,SCUP,0,0
100,1690,2003,SPRING,38.530975,-74.547852,35,5.06,SCUP,0,0
100,1690,2005,SPRING,38.473705,-74.543092,35,4.7,SCUP,0,0
100,1690,2007,FALL,38.68424,-74.119858,47,21.88,SCUP,0,0
100,1700,2010,SPRING,38.395467,-73.977693,62,7.07,SCUP,0,0
100,1730,2001,SPRING,39.645352,-73.482505,38,5.18,SCUP,0,0
100,1730,2009,SPRING,39.089967,-73.543043,49,7.55,SCUP,0,0
100,1740,2011,FALL,39.31526,-73.032348,73,18.69,SCUP,0,0
100,1740,2011,SPRING,38.662332,-73.608807,61,6.66,SCUP,48,10.0668151447661
100,1760,2014,SPRING,38.938667,-72.859167,195,8.22,SCUP,20,0.264291017074982
100,3170,2004,FALL,39.772768,-73.990033,21,20.91,SCUP,2424,11.096
100,3180,2006,FALL,39.190935,-74.631572,12,21.14,SCUP,0,0
100,3200,2009,FALL,39.221415,-74.198012,28,20.98,SCUP,1416,62.4201930215294
100,3200,2010,FALL,39.345318,-74.105508,26,21.05,SCUP,20,0.662212323682256
100,3210,2006,SPRING,39.079,-74.704617,11,6.12,SCUP,0,0
100,3230,2007,SPRING,39.061737,-74.438658,23,4.71,SCUP,0,0
100,3260,2008,FALL,38.756185,-74.818415,15,NA,SCUP,5770,225.34
100,3260,2014,FALL,38.821175,-74.774142,18,22.46,SCUP,220,11.7891610987379
100,3380,2002,FALL,36.978,-75.6435,18,24.51,SCUP,8365,381.3
100,3380,2005,FALL,36.851433,-75.710167,22,25.16,SCUP,476,17.78
100,3380,2013,FALL,36.655702,-75.693088,20,24.85,SCUP,6992,110.179658500371
100,3430,2008,SPRING,35.52858,-75.381858,18,NA,SCUP,0,0
101,1010,2001,SPRING,39.690987,-73.278465,43,4.91,SCUP,0,0
101,1010,2004,FALL,39.851897,-73.56014,35,NA,SCUP,0,0
101,1030,2012,SPRING,39.549645,-72.221218,142,10.21,SCUP,0,0
101,1040,2013,SPRING,39.32603,-72.297602,222,10.45,SCUP,0,0
101,1070,2001,FALL,39.941075,-71.619263,113,22.49,SCUP,0,0
101,1140,2003,FALL,40.4755,-67.542667,133,24.2,SCUP,0,0
101,1650,2002,SPRING,36.646167,-75.416833,22,9.82,SCUP,0,0
101,1690,2003,SPRING,38.683995,-73.909112,46,8.71,SCUP,0,0
101,1690,2014,FALL,38.859593,-74.305965,36,21.91,SCUP,0,0
101,1700,2010,SPRING,38.26595,-73.910395,77,7.11,SCUP,0,0
101,1730,2007,FALL,38.72928,-73.71205,55,22,SCUP,0,0
101,1730,2011,FALL,39.143697,-73.507853,51,19.31,SCUP,0,0
101,1730,2012,FALL,39.02581,-74.012712,39,23.91,SCUP,0,0
101,1740,2011,SPRING,38.616562,-73.31207,96,6.3,SCUP,1,0.215293244246474
101,1760,2014,SPRING,38.763262,-73.037302,229,8.04,SCUP,0,0
101,3170,2004,SPRING,40.061,-73.841167,27,4.03,SCUP,0,0
101,3190,2006,SPRING,39.188317,-74.601633,14,6.02,SCUP,0,0
101,3200,2010,FALL,39.514462,-73.915887,26,21.23,SCUP,1,0.0631031922791388
101,3220,2008,FALL,38.890123,-74.747073,14,22.44,SCUP,1225,59.325
101,3230,2007,SPRING,39.133533,-74.258335,26,5.02,SCUP,0,0
101,3260,2005,SPRING,38.609697,-74.84422,25,4.21,SCUP,0,0
101,3380,2002,FALL,36.760333,-75.745,19,24.24,SCUP,6280,288.76
101,3380,2013,FALL,36.685085,-75.675627,20,24.94,SCUP,2313,35.0044543429845
101,3420,2008,SPRING,35.42535,-75.458433,12,11.4,SCUP,0,0
102,1020,2001,FALL,40.19078,-71.980217,72,21.27,SCUP,1,0.06
102,1020,2004,FALL,39.900527,-73.181553,55,19.75,SCUP,0,0
102,1030,2013,SPRING,39.334155,-72.434552,141,7.41,SCUP,1,0.0244988864142539
102,1040,2012,SPRING,39.496012,-72.18097,248,10.45,SCUP,0,0
102,1050,2009,SPRING,40.771888,-72.089273,43,4.55,SCUP,0,0
102,1130,2003,FALL,40.804,-67.528167,80,19.39,SCUP,0,0
102,1690,2008,FALL,38.438572,-74.547835,33,NA,SCUP,0,0
102,1720,2010,SPRING,38.157905,-73.722985,224,10.78,SCUP,0,0
102,1730,2001,SPRING,39.517925,-73.308113,36,5.35,SCUP,0,0
102,1730,2006,FALL,39.637275,-73.509507,38,19.59,SCUP,0,0
102,1730,2011,FALL,38.948652,-73.80818,43,18.93,SCUP,0,0
102,1730,2012,FALL,39.081437,-74.050645,40,23.96,SCUP,0,0
102,1730,2015,SPRING,38.845628,-73.91492,43,NA,SCUP,0,0
102,1740,2003,SPRING,38.676853,-73.360627,81,7.18,SCUP,1,0.021
102,1750,2011,SPRING,38.727047,-73.156658,120,6.62,SCUP,126,1.93838158871566
102,1750,2014,SPRING,38.670128,-73.20389,120,9.07,SCUP,175,3.58574610244989
102,3190,2006,SPRING,39.266483,-74.424017,16,6.07,SCUP,0,0
102,3200,2007,SPRING,39.254647,-74.184382,28,4.38,SCUP,0,0
102,3200,2009,FALL,39.286237,-74.245885,19,21.38,SCUP,1,0.0705270972531552
102,3200,2010,FALL,39.54888,-73.89662,27,21.07,SCUP,0,0
102,3250,2005,SPRING,38.602065,-75.014388,13,4.58,SCUP,0,0
102,3380,2013,FALL,36.917758,-75.661753,23,25.27,SCUP,7595,110.515961395694
102,3410,2002,FALL,36.399,-75.687833,23,24.35,SCUP,2740,105.08
102,3430,2002,SPRING,35.183833,-75.378333,21,10.62,SCUP,0,0
102,8500,2008,SPRING,35.063567,-75.398317,33,NA,SCUP,1,0.026
103,1010,2004,FALL,40.02037,-73.008742,47,20.06,SCUP,0,0
103,1020,2001,FALL,40.059277,-72.11367,76,21.53,SCUP,0,0
103,1030,2013,SPRING,39.353557,-72.53328,130,7.65,SCUP,0,0
103,1040,2012,SPRING,39.50891,-72.219667,242,9.34,SCUP,0,0
103,1130,2003,FALL,40.984,-67.2555,76,17.66,SCUP,0,0
103,1610,2002,FALL,36.268667,-75.483167,30,24.4,SCUP,1704,74.68
103,1650,2013,FALL,37.016713,-75.403818,30,24.83,SCUP,1,0.0207869339272457
103,1690,2015,SPRING,38.84606,-74.131605,44,NA,SCUP,0,0
103,1700,2010,SPRING,38.385983,-73.742645,87,7.24,SCUP,2160,186.48849294729
103,1730,2001,SPRING,39.51418,-73.243035,42,5.52,SCUP,0,0
103,1730,2006,FALL,39.309992,-73.534942,48,20.53,SCUP,0,0
103,1730,2009,FALL,39.229025,-74.08392,29,21.14,SCUP,6528,400.75723830735
103,1730,2010,FALL,39.63737,-73.738633,26,21.15,SCUP,0,0
103,1730,2011,FALL,38.84416,-73.652732,58,20.76,SCUP,0,0
103,1750,2014,SPRING,38.617007,-73.228545,154,8.92,SCUP,0,0
103,1760,2003,SPRING,38.76313,-73.044693,215,6.89,SCUP,0,0
103,1760,2011,SPRING,38.743822,-73.0215,322,6.82,SCUP,0,0
103,3050,2009,SPRING,40.874145,-72.216872,27,4.39,SCUP,0,0
103,3180,2006,SPRING,39.512533,-74.246167,11,5.52,SCUP,0,0
103,3200,2007,SPRING,39.218192,-74.313843,19,4.57,SCUP,0,0
103,3230,2012,FALL,39.129468,-74.238078,26,23.61,SCUP,0,0
103,3230,2014,FALL,39.07723,-74.363878,29,22.72,SCUP,1,0.0846325167037862
103,3330,2005,FALL,37.41095,-75.630667,11,23.96,SCUP,1,0.161
103,3440,2002,SPRING,35.267167,-75.310167,30,10.32,SCUP,1,0.071
104,1010,2004,FALL,40.014605,-73.17633,45,20.09,SCUP,0,0
104,1020,2001,SPRING,39.643245,-73.017333,63,5.51,SCUP,0,0
104,1030,2001,FALL,39.67791,-72.20317,123,21.83,SCUP,1,0.129
104,1030,2012,SPRING,39.236938,-72.514932,143,11.65,SCUP,0,0
104,1130,2003,FALL,40.8555,-67.083333,88,17.34,SCUP,0,0
104,1690,2015,SPRING,38.81592,-74.262208,43,NA,SCUP,0,0
104,1730,2006,FALL,39.072662,-73.485968,55,20.67,SCUP,0,0
104,1730,2013,SPRING,39.28742,-73.922218,34,5.51,SCUP,0,0
104,1740,2010,SPRING,38.676582,-73.579407,63,6.87,SCUP,0,0
104,1740,2011,FALL,38.714815,-73.583233,65,23.43,SCUP,0,0
104,1750,2003,SPRING,38.875885,-73.002655,100,6.76,SCUP,4114,621.52
104,1750,2011,SPRING,38.853722,-72.964967,123,6.39,SCUP,129288,2069.13140311804
104,1760,2014,SPRING,38.53504,-73.260665,210,7.95,SCUP,0,0
104,3200,2006,SPRING,39.511433,-73.91305,25,5.95,SCUP,0,0
104,3200,2009,FALL,39.402737,-73.952545,28,20.94,SCUP,6,0.207869339272458
104,3230,2012,FALL,39.069315,-74.533683,18,21.75,SCUP,1458,78.1425389755014
104,3230,2014,FALL,39.137088,-74.360172,29,22.97,SCUP,0,0
104,3340,2005,FALL,37.3431,-75.521667,17,24.27,SCUP,736,25.12
104,3350,2013,FALL,37.231258,-75.53219,24,24.85,SCUP,0,0
104,3430,2002,SPRING,35.305333,-75.381667,24,10.34,SCUP,0,0
104,3440,2002,FALL,35.807167,-75.285333,34,24.57,SCUP,8376,373.84
105,1010,2004,FALL,40.061768,-73.270107,42,19.87,SCUP,0,0
105,1010,2009,SPRING,40.560287,-72.504067,42,4.78,SCUP,0,0
105,1020,2001,SPRING,39.739212,-72.971817,75,5.35,SCUP,0,0
105,1020,2012,SPRING,39.41958,-72.813672,69,10.8,SCUP,741,37.3496659242762
105,1160,2003,FALL,41.064833,-66.755333,75,17.52,SCUP,0,0
105,1610,2002,SPRING,35.5595,-74.951833,48,10.56,SCUP,24,0.7
105,1690,2015,SPRING,38.730277,-74.28893,38,NA,SCUP,0,0
105,1700,2007,FALL,38.477842,-73.44646,103,23.75,SCUP,0,0
105,1700,2008,FALL,38.556367,-73.749237,59,NA,SCUP,0,0
105,1700,2011,FALL,38.5629,-73.624443,73,23.75,SCUP,0,0
105,1730,2009,FALL,39.426388,-73.569262,35,19.74,SCUP,0,0
105,1740,2003,SPRING,38.978553,-73.210678,70,6.77,SCUP,1023,37.84
105,1740,2006,FALL,38.978277,-73.3091,68,21.04,SCUP,0,0
105,1740,2010,SPRING,38.726283,-73.39306,78,6.81,SCUP,15,0.665924276169264
105,1740,2011,SPRING,38.921405,-73.181915,83,6.4,SCUP,72,0.641425389755012
105,1740,2014,SPRING,38.606497,-73.491917,74,8.48,SCUP,20,4.56124721603564
105,3170,2010,FALL,39.768485,-73.964262,23,21.11,SCUP,6,0.344469190794358
105,3180,2007,SPRING,39.32622,-74.414762,11,3.2,SCUP,0,0
105,3200,2004,SPRING,39.604333,-73.919167,27,4.23,SCUP,1,0.28
105,3200,2006,SPRING,39.545133,-73.938733,25,5.99,SCUP,0,0
105,3200,2013,SPRING,39.365378,-74.122633,24,4.71,SCUP,0,0
105,3200,2014,FALL,39.176015,-74.310793,24,22.91,SCUP,0,0
105,3230,2012,FALL,39.164758,-74.465393,20,22.26,SCUP,387,16.4498886414254
105,3240,2005,SPRING,38.820382,-74.971785,12,4.16,SCUP,0,0
105,3340,2005,FALL,37.463133,-75.4468,18,23.95,SCUP,9285,281.34
105,3350,2013,FALL,37.288468,-75.48344,24,24.76,SCUP,0,0
105,3440,2002,FALL,35.7225,-75.38,22,24.95,SCUP,656,29.16
106,1010,2001,SPRING,39.896145,-72.847962,56,4.67,SCUP,0,0
106,1010,2004,FALL,40.121827,-73.790815,29,20.63,SCUP,0,0
106,1040,2001,FALL,39.47835,-72.321383,241,NA,SCUP,0,0
106,1160,2003,FALL,41.144833,-66.426333,93,17.99,SCUP,0,0
106,1690,2015,SPRING,38.812113,-74.400798,38,NA,SCUP,0,0
106,1700,2008,FALL,38.59217,-73.757533,58,NA,SCUP,0,0
106,1730,2004,SPRING,39.443833,-73.7605,32,4.55,SCUP,0,0
106,1730,2007,SPRING,39.403578,-73.729468,33,5.01,SCUP,0,0
106,1730,2009,FALL,39.266708,-73.518452,45,19.33,SCUP,0,0
106,1730,2012,SPRING,39.252493,-73.5924,49,10.48,SCUP,0,0
106,1740,2003,SPRING,39.062015,-72.998787,84,6.8,SCUP,1790,45.4
106,1740,2006,FALL,39.096267,-73.253432,63,20.22,SCUP,0,0
106,1740,2014,SPRING,38.631677,-73.416737,80,8.56,SCUP,660,136.146993318486
106,1760,2011,SPRING,38.978898,-72.812192,301,6.15,SCUP,0,0
106,3080,2009,SPRING,40.64637,-72.937758,25,3.94,SCUP,0,0
106,3170,2006,SPRING,39.725117,-74.010567,19,5.34,SCUP,0,0
106,3170,2010,FALL,39.928235,-73.931757,24,21.09,SCUP,2156,107.452115812918
106,3200,2012,FALL,39.284418,-74.193373,26,22.12,SCUP,8,0.0237564959168522
106,3200,2013,SPRING,39.344155,-74.166077,26,4.64,SCUP,0,0
106,3230,2014,FALL,39.129418,-74.247752,24,22.28,SCUP,0,0
106,3300,2005,FALL,37.652617,-75.55515,10,24.03,SCUP,4,0.108
106,3350,2013,FALL,37.308098,-75.49661,23,24.6,SCUP,728,16.1618411284336
106,3430,2002,FALL,35.602,-75.416,17,25.03,SCUP,21732,1240.38
107,1010,2001,SPRING,40.237933,-72.739135,56,4.83,SCUP,0,0
107,1010,2010,FALL,39.93025,-73.491147,42,21.17,SCUP,0,0
107,1160,2003,FALL,41.270833,-66.805,71,18.56,SCUP,0,0
107,1620,2002,SPRING,35.651833,-74.936667,54,15.17,SCUP,6,0.168
107,1650,2013,FALL,37.589085,-75.255662,26,24.06,SCUP,1,0.0438010393466964
107,1730,2004,SPRING,39.351,-73.611167,46,5.27,SCUP,0,0
107,1730,2007,SPRING,39.327148,-73.475632,50,5.66,SCUP,0,0
107,1730,2009,FALL,39.19206,-73.477083,50,20.38,SCUP,0,0
107,1730,2012,SPRING,39.082152,-73.606075,46,10.99,SCUP,0,0
107,1730,2014,SPRING,38.966547,-73.849285,40,8.85,SCUP,6,0.38604305864885
107,1740,2008,FALL,39.394443,-73.146933,63,NA,SCUP,0,0
107,1750,2003,SPRING,39.062503,-72.868248,97,6.5,SCUP,48,3.12
107,1760,2011,SPRING,38.982548,-72.805692,363,6.07,SCUP,0,0
107,3160,2004,FALL,40.056193,-74.03416,15,21.3,SCUP,1,0.08
107,3160,2006,SPRING,39.765917,-74.013433,20,5.43,SCUP,0,0
107,3200,2012,FALL,39.293063,-74.13985,29,22.51,SCUP,6,0.095025983667409
107,3200,2013,SPRING,39.486928,-74.099277,22,4.46,SCUP,0,0
107,3200,2014,FALL,39.204523,-74.231818,23,22.32,SCUP,32,1.03934669636229
107,3260,2005,SPRING,38.84299,-74.757395,16,3.87,SCUP,0,0
107,3420,2002,FALL,35.501333,-75.446833,14,25.06,SCUP,4,0.2
108,1010,2001,SPRING,40.015488,-73.010315,52,5.3,SCUP,0,0
108,1010,2010,FALL,39.818738,-73.294453,44,21.71,SCUP,0,0
108,1020,2001,FALL,39.52053,-72.71563,67,21.83,SCUP,0,0
108,1020,2006,FALL,39.476523,-72.62037,94,21.08,SCUP,0,0
108,1020,2008,FALL,40.152507,-72.641707,56,NA,SCUP,0,0
108,1030,2003,SPRING,39.28426,-72.643517,131,6.57,SCUP,0,0
108,1190,2003,FALL,41.359,-67.164833,56,16.81,SCUP,0,0
108,1610,2002,SPRING,35.606667,-75.040333,42,10.84,SCUP,0,0
108,1730,2004,SPRING,39.236333,-73.817667,41,4.89,SCUP,0,0
108,1730,2007,SPRING,39.158303,-73.731362,37,4.4,SCUP,0,0
108,1730,2009,FALL,39.068208,-73.489395,53,20.1,SCUP,0,0
108,1730,2012,SPRING,38.928075,-74.004612,37,11.05,SCUP,0,0
108,1750,2011,SPRING,39.111242,-72.787717,119,6.05,SCUP,504,5.78470675575353
108,1760,2007,FALL,38.738813,-73.01918,342,23.88,SCUP,0,0
108,3110,2009,SPRING,40.56814,-73.212078,22,3.87,SCUP,0,0
108,3150,2006,SPRING,39.806567,-74.071983,11,5.39,SCUP,0,0
108,3160,2004,FALL,40.134367,-74.00794,18,21.23,SCUP,4,0.352
108,3200,2012,FALL,39.372635,-73.987065,31,23.22,SCUP,115,4.89977728285078
108,3200,2013,SPRING,39.441303,-74.038168,26,4.63,SCUP,0,0
108,3200,2014,FALL,39.226037,-74.187695,28,NA,SCUP,1,0.0727542687453601
108,3200,2014,SPRING,39.227347,-74.187082,28,7.39,SCUP,0,0
